Target_Crop,Soil_Type,Batch_NPK_Profile,Rec_Dose_g_per_pot,Apply_Freq_Days,Compatibility_Score
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.6,14,98.1
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),19.0,10,80.6
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),27.8,10,68.9
Pechay,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),43.7,7,66.7
Kangkong,Clay Loam,Balanced Organic (High C / Moderate K),29.4,7,90.6
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.4,7,95.6
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.1,14,89.8
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.4,14,92.3
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.5,14,72.1
Kangkong,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),43.0,7,66.6
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.0,14,67.2
Sili (Chili Pepper),Sandy Loam,Balanced Organic (High C / Moderate K),27.1,10,90.6
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),32.0,14,91.0
Talong (Eggplant),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),22.0,14,94.0
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),30.2,7,79.4
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),34.0,14,76.5
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),35.5,7,80.5
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),49.6,14,81.5
Pechay,Clay Loam,Balanced Organic (High C / Moderate K),30.4,7,90.2
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),28.3,10,74.3
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.9,14,66.7
Talong (Eggplant),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.7,14,69.4
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),18.9,10,91.5
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),20.4,14,92.3
Talong (Eggplant),Sandy Loam,Organic Soil Conditioner (High Carbon),50.3,14,79.6
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),29.7,7,72.6
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.9,14,91.0
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),34.0,14,67.4
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.9,7,89.2
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),26.2,10,71.7
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),28.0,10,68.0
Sili (Chili Pepper),Sandy Loam,Balanced Organic (High C / Moderate K),27.8,10,96.5
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),21.9,10,70.4
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),43.6,7,95.2
Kamatis (Tomato),Clay Loam,Organic Soil Conditioner (High Carbon),33.8,14,78.2
Kamatis (Tomato),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),39.9,14,74.0
Kangkong,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),35.6,7,79.8
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),31.9,14,92.9
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),24.7,14,97.3
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),27.0,10,68.6
Pechay,Clay Loam,High Phosphorus & Nitrogen (P-N Rich),29.9,7,79.2
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),49.9,14,68.0
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),34.4,7,74.8
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.2,14,97.4
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),44.1,7,88.7
Kamatis (Tomato),Clay Loam,Organic Soil Conditioner (High Carbon),32.7,14,77.7
Kangkong,Clay Loam,Balanced Organic (High C / Moderate K),31.4,7,91.4
Kangkong,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),36.0,7,93.5
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),18.1,10,74.2
Talong (Eggplant),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),38.7,14,79.9
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),18.9,10,79.5
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),50.4,14,74.5
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),17.7,10,71.1
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),45.1,7,97.3
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),49.7,14,66.6
Kangkong,Clay Loam,High Nitrogen & Fiber (N-Rich),16.6,7,92.4
Talong (Eggplant),Sandy Loam,Organic Soil Conditioner (High Carbon),49.4,14,70.6
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),21.9,14,95.2
Kamatis (Tomato),Clay Loam,High Nitrogen & Fiber (N-Rich),34.7,14,73.7
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.2,7,96.9
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),49.9,14,74.6
Kangkong,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),35.3,7,98.5
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),51.1,14,76.0
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),38.5,14,80.8
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),43.1,7,81.6
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),18.4,10,79.7
Kangkong,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),42.2,7,72.1
Talong (Eggplant),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.2,14,89.6
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),21.7,14,97.6
Kamatis (Tomato),Clay Loam,High Nitrogen & Fiber (N-Rich),33.7,14,68.2
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.0,7,96.4
Sili (Chili Pepper),Sandy Loam,Balanced Organic (High C / Moderate K),27.1,10,94.4
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),21.4,14,90.3
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),30.4,7,66.3
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),33.8,7,74.6
Sili (Chili Pepper),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),26.1,10,75.4
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.5,14,90.7
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.3,14,89.5
Kangkong,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),35.8,7,68.2
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.3,7,89.9
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.5,14,95.3
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),43.2,7,92.5
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.8,7,97.3
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),33.5,14,77.9
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),28.4,7,68.2
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),24.2,7,89.2
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),28.2,10,78.9
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.2,14,99.0
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),30.6,14,96.8
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),30.7,14,96.7
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),51.0,14,72.7
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),34.9,7,75.1
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),50.3,14,81.8
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),23.8,10,76.4
Kangkong,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),34.4,7,69.6
Kangkong,Sandy Loam,Organic Soil Conditioner (High Carbon),44.7,7,69.7
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),49.4,14,75.3
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.2,14,89.1
Pechay,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),35.9,7,98.6
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.2,14,95.4
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),30.2,14,95.1
Pechay,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),34.6,7,88.3
Talong (Eggplant),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),38.7,14,73.3
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),40.7,14,67.3
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),31.1,7,70.0
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),34.9,7,65.2
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),18.1,10,89.7
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.9,14,92.1
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),26.7,7,90.5
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),22.8,10,70.8
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),27.8,10,77.8
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),30.2,14,94.1
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),30.1,14,97.7
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),31.1,14,88.4
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),17.1,7,94.7
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),16.8,7,93.3
Talong (Eggplant),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.6,14,80.1
Kamatis (Tomato),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),39.4,14,74.3
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),21.9,10,77.1
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),43.9,7,95.7
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),33.2,14,92.8
Pechay,Clay Loam,Balanced Organic (High C / Moderate K),28.4,7,94.5
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.6,14,72.6
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),24.6,14,96.9
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),20.6,14,95.5
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),20.9,14,91.5
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),30.0,7,78.0
Kamatis (Tomato),Clay Loam,Organic Soil Conditioner (High Carbon),32.5,14,66.2
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),19.5,10,69.0
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.2,14,94.8
Talong (Eggplant),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),40.0,14,81.7
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),20.9,14,95.0
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),22.7,14,95.5
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),43.3,7,89.1
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),16.8,7,88.8
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),26.2,7,90.2
Pechay,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),34.9,7,93.3
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.1,14,91.7
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),49.3,14,69.6
Talong (Eggplant),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.9,14,75.5
Kangkong,Clay Loam,High Nitrogen & Fiber (N-Rich),15.8,7,98.7
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),31.0,14,96.5
Pechay,Clay Loam,High Phosphorus & Nitrogen (P-N Rich),30.3,7,81.9
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),31.1,14,89.1
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.8,14,81.5
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),28.1,10,76.4
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.6,7,93.9
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),19.9,14,96.8
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.7,14,94.2
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),30.9,7,74.1
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),24.6,14,89.1
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),33.7,14,78.2
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.2,14,92.0
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),17.9,10,75.4
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),23.0,10,71.6
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),26.3,14,96.1
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.8,7,92.3
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),18.7,7,93.4
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),16.5,7,96.4
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),49.6,14,78.0
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),19.8,7,88.1
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.1,14,92.7
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),18.7,10,73.0
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.0,14,69.4
Pechay,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.8,7,94.6
Talong (Eggplant),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.5,14,89.1
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),29.6,7,75.0
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),50.6,14,70.9
Talong (Eggplant),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),40.2,14,69.7
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.6,14,93.6
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),32.4,14,95.5
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.9,7,91.9
Pechay,Clay Loam,Balanced Organic (High C / Moderate K),28.8,7,90.4
Sili (Chili Pepper),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),21.9,10,72.1
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),35.4,7,81.5
Sili (Chili Pepper),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.9,10,67.4
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),44.1,7,96.7
Kamatis (Tomato),Clay Loam,Organic Soil Conditioner (High Carbon),34.4,14,78.3
Talong (Eggplant),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.0,14,81.8
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),31.2,14,97.7
Kangkong,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),35.3,7,66.8
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),19.9,10,68.2
Sili (Chili Pepper),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),22.0,10,67.6
Sili (Chili Pepper),Clay Loam,Organic Soil Conditioner (High Carbon),17.8,10,76.2
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),20.2,14,95.3
Sili (Chili Pepper),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),21.7,10,72.9
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.3,14,96.7
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.7,14,88.7
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),42.9,7,97.4
Sili (Chili Pepper),Clay Loam,Balanced Organic (High C / Moderate K),19.0,10,90.8
Sili (Chili Pepper),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.4,10,68.6
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),34.6,7,78.8
Sili (Chili Pepper),Sandy Loam,Balanced Organic (High C / Moderate K),27.8,10,93.1
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),17.9,7,96.5
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),20.1,14,88.6
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.2,14,75.3
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),19.8,7,91.9
Kangkong,Clay Loam,Organic Soil Conditioner (High Carbon),28.4,7,69.8
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),42.7,7,91.1
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),22.2,10,80.5
Kamatis (Tomato),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),41.5,14,80.3
Kamatis (Tomato),Clay Loam,Balanced Organic (High C / Moderate K),21.3,14,91.4
Pechay,Sandy Loam,Balanced Organic (High C / Moderate K),46.0,7,93.4
Talong (Eggplant),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),40.5,14,72.8
Kangkong,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),34.4,7,93.0
Kamatis (Tomato),Clay Loam,High Nitrogen & Fiber (N-Rich),34.7,14,81.3
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),17.8,10,81.0
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),27.6,10,76.3
Talong (Eggplant),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),21.4,14,92.0
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),50.1,14,75.2
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),34.0,7,68.9
Sili (Chili Pepper),Sandy Loam,Balanced Organic (High C / Moderate K),25.5,10,96.2
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.9,14,91.0
Kamatis (Tomato),Sandy Loam,Balanced Organic (High C / Moderate K),31.0,14,99.0
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.3,14,98.7
Kamatis (Tomato),Clay Loam,Organic Soil Conditioner (High Carbon),35.1,14,67.4
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),25.3,14,92.0
Kamatis (Tomato),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),20.3,14,98.8
Sili (Chili Pepper),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),27.3,10,72.9
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),31.1,14,95.5
Kamatis (Tomato),Sandy Loam,High Nitrogen & Fiber (N-Rich),51.0,14,75.1
Kangkong,Sandy Loam,Balanced Organic (High C / Moderate K),42.5,7,90.9
Kangkong,Sandy Loam,High Nitrogen & Fiber (N-Rich),25.3,7,98.5
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),20.4,14,93.3
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),29.3,7,69.2
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),44.4,7,79.2
Pechay,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),35.2,7,68.9
Kangkong,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),35.0,7,67.1
Pechay,Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),43.6,7,82.0
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),19.3,10,76.8
Kamatis (Tomato),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),39.7,14,78.3
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),19.5,7,88.2
Talong (Eggplant),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),25.7,14,89.6
Talong (Eggplant),Sandy Loam,High Nitrogen & Fiber (N-Rich),48.0,14,68.8
Kamatis (Tomato),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),24.2,14,91.2
Kangkong,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),19.4,7,89.9
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.8,7,90.7
Pechay,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),35.1,7,68.7
Sili (Chili Pepper),Clay Loam,High Nitrogen & Fiber (N-Rich),17.8,10,75.3
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),26.6,10,77.0
Pechay,Sandy Loam,Organic Soil Conditioner (High Carbon),44.6,7,70.6
Talong (Eggplant),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),20.3,14,95.5
Talong (Eggplant),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),20.8,14,92.1
Sili (Chili Pepper),Sandy Loam,Balanced Organic (High C / Moderate K),27.2,10,91.0
Kamatis (Tomato),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),40.4,14,66.1
Pechay,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),34.6,7,96.1
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),26.5,10,66.1
Sili (Chili Pepper),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),22.5,10,68.8
Pechay,Clay Loam,High Phosphorus & Nitrogen (P-N Rich),30.2,7,68.5
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),21.2,7,91.7
Talong (Eggplant),Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),40.2,14,79.3
Kamatis (Tomato),Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),24.0,14,96.9
Kamatis (Tomato),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),32.4,14,98.8
Pechay,Clay Loam,Balanced Organic (High C / Moderate K),29.4,7,95.3
Kangkong,Volcanic / Silt Loam,High Phosphorus & Nitrogen (P-N Rich),35.7,7,81.8
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),28.7,10,67.7
Sili (Chili Pepper),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),22.1,10,92.8
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),17.0,7,93.1
Kangkong,Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),35.2,7,75.3
Talong (Eggplant),Clay Loam,Balanced Organic (High C / Moderate K),21.6,14,88.6
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.8,7,92.4
Pechay,Clay Loam,High Phosphorus & Nitrogen (P-N Rich),29.6,7,65.3
Sili (Chili Pepper),Volcanic / Silt Loam,Organic Soil Conditioner (High Carbon),22.0,10,65.0
Pechay,Clay Loam,High Nitrogen & Fiber (N-Rich),16.6,7,94.8
Pechay,Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),34.6,7,95.2
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),19.3,7,88.6
Sili (Chili Pepper),Sandy Loam,Organic Soil Conditioner (High Carbon),27.1,10,74.9
Talong (Eggplant),Sandy Loam,Balanced Organic (High C / Moderate K),30.5,14,95.3
Talong (Eggplant),Clay Loam,Organic Soil Conditioner (High Carbon),34.7,14,66.5
Pechay,Volcanic / Silt Loam,High Nitrogen & Fiber (N-Rich),20.5,7,88.9
Sili (Chili Pepper),Clay Loam,High Phosphorus & Nitrogen (P-N Rich),18.6,10,68.7
Talong (Eggplant),Sandy Loam,High Phosphorus & Nitrogen (P-N Rich),31.4,14,90.8
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),33.3,14,76.6
Talong (Eggplant),Clay Loam,High Nitrogen & Fiber (N-Rich),34.0,14,75.9
Sili (Chili Pepper),Sandy Loam,High Nitrogen & Fiber (N-Rich),28.4,10,67.3
Sili (Chili Pepper),Volcanic / Silt Loam,Balanced Organic (High C / Moderate K),22.9,10,91.2
Pechay,Clay Loam,Organic Soil Conditioner (High Carbon),31.0,7,74.0
Kamatis (Tomato),Sandy Loam,Organic Soil Conditioner (High Carbon),50.7,14,76.6
