Chamber_Temp_C,Moisture_Percent,Motor_Load_A,Target_Heater_PWM,Target_Fan_PWM
67.63,23.92,1.71,13.2,36.96
67.58,23.88,1.66,12.98,37.18
67.54,23.85,1.73,13.61,37.51
67.56,23.81,1.69,14.45,37.11
67.6,23.77,1.7,14.63,37.05
67.63,23.74,1.71,14.0,37.63
67.64,23.7,1.63,14.68,37.61
67.71,23.66,1.72,14.31,38.04
67.73,23.63,1.66,13.15,37.46
67.75,23.59,1.7,13.67,37.42
67.72,23.56,1.67,13.13,37.49
67.72,23.52,1.64,14.08,38.16
67.7,23.48,1.67,13.6,37.6
67.67,23.45,1.63,13.33,38.13
67.67,23.41,1.69,13.8,37.8
67.69,23.37,1.61,14.45,38.32
67.72,23.34,1.77,13.73,37.26
67.72,23.3,1.68,14.02,38.3
67.66,23.26,1.68,12.86,37.86
67.68,23.23,1.68,14.0,38.62
67.67,23.19,1.68,13.8,38.55
67.67,23.15,1.56,14.01,37.47
67.68,23.12,1.68,13.18,37.87
67.68,23.08,1.63,13.59,36.98
67.7,23.04,1.66,14.22,37.93
67.69,23.01,1.61,13.97,37.76
67.67,22.97,1.7,12.65,37.68
67.7,22.93,1.65,14.07,37.33
67.72,22.9,1.62,14.57,37.32
67.68,22.86,1.62,12.96,37.4
67.57,22.82,1.69,11.97,38.27
67.62,22.79,1.63,14.6,38.34
67.59,22.75,1.66,13.96,38.21
67.62,22.72,1.66,14.42,37.17
67.65,22.68,1.66,14.52,37.54
67.64,22.64,1.61,13.75,37.62
67.64,22.61,1.7,14.02,37.48
67.65,22.57,1.62,13.89,37.67
67.66,22.53,1.66,14.15,38.09
67.63,22.5,1.57,13.69,38.62
67.66,22.46,1.62,14.62,37.48
67.72,22.42,1.66,14.97,37.82
67.7,22.39,1.57,13.84,38.56
67.72,22.35,1.67,14.21,38.07
67.7,22.31,1.62,13.51,37.88
67.77,22.28,1.69,14.39,37.09
67.71,22.24,1.66,12.48,37.98
67.68,22.2,1.61,13.23,37.86
67.63,22.17,1.67,13.46,38.19
67.67,22.13,1.7,14.61,37.42
67.65,22.09,1.7,13.66,37.36
67.71,22.06,1.68,14.75,36.9
67.74,22.02,1.7,14.51,38.04
67.75,21.98,1.65,13.94,39.06
67.68,21.95,1.63,12.91,37.71
67.73,21.91,1.66,14.36,37.73
67.72,21.87,1.64,13.45,37.95
67.71,21.84,1.75,13.77,37.49
67.69,21.8,1.64,14.37,37.1
67.73,21.77,1.64,14.33,37.48
67.7,21.73,1.62,13.55,38.29
67.75,21.69,1.67,14.12,37.8
67.77,21.66,1.62,13.8,37.99
67.78,21.62,1.65,13.54,37.61
67.8,21.58,1.64,14.33,39.3
67.76,21.55,1.66,12.71,38.66
67.76,21.51,1.62,14.33,37.61
67.74,21.47,1.67,13.86,38.31
67.7,21.44,1.6,12.96,37.54
67.75,21.4,1.62,14.22,37.96
67.73,21.36,1.7,13.41,38.62
67.76,21.33,1.67,13.88,36.75
67.76,21.29,1.6,13.89,37.1
67.72,21.25,1.62,13.03,38.9
67.66,21.22,1.59,13.96,38.16
67.63,21.18,1.62,13.35,37.83
67.63,21.14,1.69,13.16,37.38
67.7,21.11,1.66,14.56,36.87
67.72,21.07,1.59,13.77,36.77
67.75,21.03,1.61,13.85,37.91
67.72,21.0,1.66,13.48,38.8
67.71,20.96,1.65,13.58,37.38
67.73,20.92,1.57,14.39,38.6
67.71,20.89,1.6,13.47,37.32
67.72,20.85,1.58,14.08,36.75
67.75,20.82,1.61,14.29,37.31
67.76,20.78,1.59,14.05,38.28
67.71,20.74,1.54,12.54,38.15
67.69,20.71,1.56,13.09,37.99
67.72,20.67,1.55,13.55,36.86
67.75,20.63,1.57,13.96,37.86
67.71,20.6,1.64,13.52,37.16
67.69,20.56,1.65,12.87,37.71
67.7,20.52,1.68,13.52,36.97
67.68,20.49,1.64,13.48,37.39
67.69,20.45,1.73,14.54,37.1
67.67,20.41,1.63,13.8,37.87
67.74,20.38,1.59,14.44,37.84
67.73,20.34,1.62,13.45,38.06
67.69,20.3,1.58,12.97,38.08
67.68,20.27,1.47,13.87,37.29
67.72,20.23,1.57,14.81,37.99
67.67,20.2,1.65,12.26,37.5
67.72,20.16,1.59,14.28,37.78
67.72,20.12,1.55,14.21,37.7
67.68,20.09,1.55,13.12,38.23
67.72,20.05,1.63,14.26,37.9
67.71,20.01,1.55,13.28,37.93
67.73,19.98,1.58,13.2,37.49
67.77,19.94,1.64,14.24,37.68
67.8,19.9,1.62,13.86,38.27
67.82,19.87,1.61,14.06,37.39
67.74,19.83,1.56,12.6,38.58
67.69,19.79,1.7,12.55,38.75
67.7,19.76,1.54,14.29,37.97
67.69,19.72,1.52,14.08,37.75
67.71,19.68,1.6,13.41,38.65
67.7,19.65,1.66,13.8,37.68
67.74,19.61,1.57,14.74,37.35
67.7,19.57,1.61,13.34,38.56
67.74,19.54,1.6,14.18,37.72
67.75,19.5,1.59,14.2,37.18
67.68,19.46,1.64,12.15,37.47
67.69,19.43,1.51,13.59,37.3
